;alarm_date;alarm_time;region;place;attack_number
14763;2024-01-09;12:55:29;Confrontation Line;Iftach;2010
14764;2024-01-09;12:55:29;Confrontation Line;Malkia;2010
14765;2024-01-09;12:55:29;Confrontation Line;Mevuot Hermon Regional Council;2010
14766;2024-01-09;12:55:29;Confrontation Line;Ramot Naftali;2010
14767;2024-01-09;12:55:29;Confrontation Line;Dishon;2010
14768;2024-01-09;13:09:49;Confrontation Line;Dishon;2011
14769;2024-01-09;13:09:49;Confrontation Line;Iftach;2011
14770;2024-01-09;13:09:49;Confrontation Line;Malkia;2011
14771;2024-01-09;13:09:49;Confrontation Line;Mevuot Hermon Regional Council;2011
14772;2024-01-09;13:09:49;Confrontation Line;Ramot Naftali;2011
14773;2024-01-09;13:25:01;Confrontation Line;Beit Hillel;2012
14774;2024-01-09;13:25:01;Confrontation Line;Kfar Giladi;2012
14775;2024-01-09;13:25:01;Confrontation Line;Kfar Yuval;2012
14776;2024-01-09;13:25:01;Confrontation Line;Metulla;2012
14777;2024-01-09;13:25:01;Confrontation Line;Manara;2012
14778;2024-01-09;13:25:01;Confrontation Line;Ma'ayan Baruch;2012
14779;2024-01-09;13:25:01;Confrontation Line;Margaliot;2012
14780;2024-01-09;13:25:01;Confrontation Line;Misgav Am;2012
14781;2024-01-09;13:25:01;Confrontation Line;Kiryat Shmona;2012
14782;2024-01-09;13:25:01;Confrontation Line;Tel Hai;2012
14783;2024-01-09;13:25:01;Confrontation Line;Dafna;2012
14784;2024-01-09;13:25:01;Confrontation Line;HaGoshrim;2012
14785;2024-01-09;13:25:01;Confrontation Line;Ghajar;2012
14786;2024-01-09;13:25:01;Confrontation Line;Kibutz Dan;2012
14787;2024-01-09;13:25:01;Confrontation Line;Shear Yeshuv;2012
14788;2024-01-09;13:25:01;Confrontation Line;Snir;2012
14789;2024-01-09;13:51:10;Confrontation Line;Baram;2013
14790;2024-01-09;13:51:10;Confrontation Line;Avivim;2013
14791;2024-01-09;13:51:10;Confrontation Line;Yir'on;2013
14792;2024-01-09;13:53:05;Confrontation Line;Alma;2014
14793;2024-01-09;13:53:05;Confrontation Line;Jish (Gush Halav);2014
14794;2024-01-09;13:53:05;Confrontation Line;Ramat Dalton Industrial Zone;2014
14795;2024-01-09;13:53:05;Confrontation Line;Dalton;2014
14796;2024-01-09;13:53:05;Confrontation Line;Kerem Ben Zimra;2014
14797;2024-01-09;13:53:05;Confrontation Line;Rehaniya;2014
14798;2024-01-09;13:56:50;Confrontation Line;Dishon;2015
14799;2024-01-09;15:18:37;Gaza Envelope;Alumim;2016
14800;2024-01-09;15:18:43;Gaza Envelope;Nachal Oz;2016
14801;2024-01-09;16:16:55;Gaza Envelope;Sderot;2017
14802;2024-01-09;16:16:55;Gaza Envelope;Ibim;2017
14803;2024-01-09;16:16:55;Gaza Envelope;Nir Am;2017
14804;2024-01-09;16:16:55;Gaza Envelope;Nir Am Shooting Range;2017
14805;2024-01-09;18:19:51;Confrontation Line;Ramot Naftali;2018
14806;2024-01-09;18:19:51;Confrontation Line;Iftach;2018
14807;2024-01-09;18:19:51;Confrontation Line;Malkia;2018
14808;2024-01-09;18:19:51;Confrontation Line;Mevuot Hermon Regional Council;2018
14809;2024-01-09;18:19:51;Confrontation Line;Dishon;2018
14810;2024-01-10;14:41:28;Confrontation Line;Arab al-Aramshe;2019
14811;2024-01-10;14:52:03;Gaza Envelope;Nachal Oz;2020
14812;2024-01-11;08:28:56;Gaza Envelope;Kissufim;2021
14813;2024-01-11;11:54:30;Confrontation Line;Dishon;2022
14814;2024-01-11;11:54:30;Confrontation Line;Iftach;2022
14815;2024-01-11;11:54:30;Confrontation Line;Malkia;2022
14816;2024-01-11;11:54:30;Confrontation Line;Mevuot Hermon Regional Council;2022
14817;2024-01-11;11:54:30;Confrontation Line;Ramot Naftali;2022
14818;2024-01-11;12:59:19;Confrontation Line;Metulla;2023
14819;2024-01-11;13:50:55;Confrontation Line;Kiryat Shmona;2024
14820;2024-01-11;13:51:17;Confrontation Line;Margaliot;2024
14821;2024-01-11;14:00:32;Confrontation Line;Kiryat Shmona;2025
14822;2024-01-11;14:00:38;Confrontation Line;Tel Hai;2025
14823;2024-01-12;14:25:29;Confrontation Line;Hanita;2026
14824;2024-01-12;18:07:13;Judea;Adora;2027
14825;2024-01-12;19:00:10;Lakhish;Ashdod - Yod Alef,Yod Bet,Tet Vav,Yod Zain,Marina,City;2028
14826;2024-01-12;19:00:31;Western Lakhish;Nitzan;2028
14827;2024-01-12;19:00:38;Lakhish;Ashdod - Het,Tet,Yod,Yod Gimmel,Yod Dalet,Tet Zain;2028
14828;2024-01-12;19:00:55;Gaza Envelope;Sa'ad;2028
14829;2024-01-12;19:01:03;Gaza Envelope;Kfar Azza;2028
14830;2024-01-12;19:01:06;Gaza Envelope;Alumim;2028
14831;2024-01-13;00:24:43;Gaza Envelope;Netiv HaAssara;2029
14832;2024-01-13;11:18:15;Gaza Envelope;Netiv HaAssara;2030
14833;2024-01-13;15:05:50;Gaza Envelope;Erez;2031
14834;2024-01-13;15:05:55;Gaza Envelope;Netiv HaAssara;2031
14835;2024-01-13;15:06:03;Gaza Envelope;Yad Mordechai;2031
14836;2024-01-14;12:46:24;Gaza Envelope;Sa'ad;2032
14837;2024-01-14;12:46:28;Gaza Envelope;Zimrat;2032
14838;2024-01-14;12:46:28;Gaza Envelope;Shuva;2032
14839;2024-01-14;14:52:30;Lakhish;Yavne;2033
14840;2024-01-14;14:52:30;Lakhish;Ben Zakai;2033
14841;2024-01-14;14:52:45;Lakhish;Ashdod - Northern Industrial Zone And Port;2033
14842;2024-01-14;14:53:21;Lakhish;Ashdod - Alef,Bet,Dalet,Heh;2033
14843;2024-01-14;14:53:21;Lakhish;Ashdod - Gimmel,Vav,Zain;2033
14844;2024-01-14;14:53:21;Lakhish;Ashdod - Yod Alef,Yod Bet,Tet Vav,Yod Zain,Marina,City;2033
14845;2024-01-15;09:00:45;Confrontation Line;Matat;2034
14846;2024-01-15;10:56:49;Gaza Envelope;Sa'ad;2035
14847;2024-01-15;10:56:49;Gaza Envelope;Kfar Azza;2035
14848;2024-01-15;11:57:08;Confrontation Line;Margaliot;2036
14849;2024-01-15;11:57:08;Confrontation Line;Kiryat Shmona;2036
14850;2024-01-15;18:55:16;Gaza Envelope;Sderot;2037
14851;2024-01-15;18:55:16;Gaza Envelope;Ibim;2037
14852;2024-01-15;18:55:16;Gaza Envelope;Nir Am;2037
14853;2024-01-15;18:55:18;Gaza Envelope;Nir Am Shooting Range;2037
14854;2024-01-15;18:55:24;Gaza Envelope;Mefalsim;2037
14855;2024-01-15;19:01:56;Gaza Envelope;Mefalsim;2038
14856;2024-01-15;19:01:56;Gaza Envelope;Nir Am Shooting Range;2038
14857;2024-01-15;19:01:59;Gaza Envelope;Sderot;2038
14858;2024-01-15;19:01:59;Gaza Envelope;Ibim;2038
14859;2024-01-15;19:01:59;Gaza Envelope;Nir Am;2038
14860;2024-01-16;05:19:43;Upper Galilee;Ayelet HaShachar;2039
14861;2024-01-16;05:19:43;Upper Galilee;Gadot;2039
14862;2024-01-16;05:19:43;Upper Galilee;Hulata;2039
14863;2024-01-16;05:19:43;Upper Galilee;Yesud Hama'ala;2039
14864;2024-01-16;05:19:43;Upper Galilee;Mishmar HaYarden;2039
14865;2024-01-16;05:19:43;Upper Galilee;Amuka;2039
14866;2024-01-16;05:19:43;Upper Galilee;Sdeh Eliezer;2039
14867;2024-01-16;07:43:17;Western Negev;Netivot;2040
14868;2024-01-16;07:43:19;Western Negev;Sharsheret;2040
14869;2024-01-16;07:43:22;Western Negev;Beit HaGdi;2040
14870;2024-01-16;07:43:22;Western Negev;Ma'galim;2040
14871;2024-01-16;07:43:22;Western Negev;Giv'olim;2040
14872;2024-01-16;07:43:22;Western Negev;M'lilot;2040
14873;2024-01-16;07:43:24;Western Negev;Noam Industrial Zone;2040
14874;2024-01-16;07:43:24;Western Negev;Shibolim;2040
14875;2024-01-16;07:43:25;Western Negev;Tidhar;2040
14876;2024-01-16;07:43:33;Western Negev;Brosh;2040
14877;2024-01-16;07:43:33;Western Negev;Ta'ashur;2040
14878;2024-01-16;07:43:34;Gaza Envelope;Kfar Maimon and Tushia;2040
14879;2024-01-16;07:43:34;Gaza Envelope;Shokeda;2040
14880;2024-01-16;07:43:38;Gaza Envelope;Tkuma;2040
14881;2024-01-16;07:43:38;Gaza Envelope;Zimrat;2040
14882;2024-01-16;07:43:38;Gaza Envelope;Shuva;2040
14883;2024-01-16;07:43:40;Gaza Envelope;Be'eri;2040
14884;2024-01-16;07:43:41;Gaza Envelope;Havat Izra'am;2040
14885;2024-01-16;07:43:48;Western Negev;Yoshivia;2040
14886;2024-01-16;10:10:16;Confrontation Line;Misgav Am;2041
14887;2024-01-16;13:25:53;Confrontation Line;Ramot Naftali;2042
14888;2024-01-17;13:58:10;Confrontation Line;Dishon;2043
14889;2024-01-17;13:58:10;Confrontation Line;Iftach;2043
14890;2024-01-17;13:58:10;Confrontation Line;Malkia;2043
14891;2024-01-17;13:58:10;Confrontation Line;Mevuot Hermon Regional Council;2043
14892;2024-01-17;13:58:10;Confrontation Line;Ramot Naftali;2043
14893;2024-01-17;14:13:34;Confrontation Line;Metulla;2044
14894;2024-01-17;14:24:39;Confrontation Line;Betzet;2045
14895;2024-01-17;14:24:39;Confrontation Line;Lehman;2045
14896;2024-01-17;14:24:39;Confrontation Line;Achziv Miluot Industrial Zone;2045
14897;2024-01-17;14:24:48;Confrontation Line;Rosh HaNikra;2045
14898;2024-01-17;14:24:59;Confrontation Line;Shlomi;2045
14899;2024-01-17;16:41:25;Confrontation Line;Ramat Dalton Industrial Zone;2046
14900;2024-01-17;16:41:25;Confrontation Line;Jish (Gush Halav);2046
14901;2024-01-17;16:41:25;Confrontation Line;Dalton;2046
14902;2024-01-17;16:41:25;Confrontation Line;Kerem Ben Zimra;2046
14903;2024-01-17;16:41:25;Confrontation Line;Alma;2046
14904;2024-01-17;16:41:25;Confrontation Line;Rehaniya;2046
14905;2024-01-17;16:44:19;Upper Galilee;Safsufa (Kfar Hoshen);2047
14906;2024-01-17;16:44:19;Upper Galilee;Or HaGanuz;2047
14907;2024-01-17;16:44:19;Upper Galilee;Kadita;2047
14908;2024-01-17;16:44:53;Upper Galilee;Meron;2047
14909;2024-01-17;22:19:03;Gaza Envelope;Yated;2048
14910;2024-01-17;22:19:03;Gaza Envelope;Shlomit;2048
14911;2024-01-17;22:19:03;Gaza Envelope;Yevul;2048
14912;2024-01-17;22:19:03;Gaza Envelope;Holit;2048
14913;2024-01-18;11:32:21;Eilat;Eilat;2049
14914;2024-01-18;16:00:46;Gaza Envelope;Nir Oz;2050
14915;2024-01-18;16:00:51;Gaza Envelope;Nirim;2050
14916;2024-01-18;18:31:09;Southern Golan;Yonatan;2051
14917;2024-01-18;19:02:21;Gaza Envelope;Zimrat;2052
14918;2024-01-18;19:02:21;Gaza Envelope;Shuva;2052
14919;2024-01-18;19:02:21;Gaza Envelope;Sa'ad;2052
14920;2024-01-18;19:02:21;Gaza Envelope;Kfar Azza;2052
14921;2024-01-18;19:02:21;Gaza Envelope;Nachal Oz;2052
14922;2024-01-19;08:01:35;Gaza Envelope;Nachal Oz;2053
14923;2024-01-19;14:01:55;Confrontation Line;Arab al-Aramshe;2054
14924;2024-01-19;18:45:07;HaMifratz;Haifa - Carmel and Lower City;2055
14925;2024-01-19;18:45:07;HaMifratz;Haifa - West;2055
14926;2024-01-20;07:35:39;Confrontation Line;Idmit;2056
14927;2024-01-20;07:35:39;Confrontation Line;Eilon;2056
14928;2024-01-20;07:35:39;Confrontation Line;Arab al-Aramshe;2056
14929;2024-01-20;10:10:01;Confrontation Line;Zarit;2057
14930;2024-01-20;10:12:00;Confrontation Line;Beit Hillel;2058
14931;2024-01-20;10:12:00;Confrontation Line;Kfar Giladi;2058
14932;2024-01-20;10:12:00;Confrontation Line;Kfar Yuval;2058
14933;2024-01-20;10:12:00;Confrontation Line;Metulla;2058
14934;2024-01-20;10:12:00;Confrontation Line;Manara;2058
14935;2024-01-20;10:12:00;Confrontation Line;Ma'ayan Baruch;2058
14936;2024-01-20;10:12:00;Confrontation Line;Margaliot;2058
14937;2024-01-20;10:12:00;Confrontation Line;Misgav Am;2058
14938;2024-01-20;10:12:00;Confrontation Line;Kiryat Shmona;2058
14939;2024-01-20;10:12:00;Confrontation Line;Tel Hai;2058
14940;2024-01-20;10:12:00;Confrontation Line;Dishon;2058
14941;2024-01-20;10:12:00;Confrontation Line;Iftach;2058
14942;2024-01-20;10:12:00;Confrontation Line;Malkia;2058
14943;2024-01-20;10:12:00;Confrontation Line;Mevuot Hermon Regional Council;2058
14944;2024-01-20;10:12:00;Confrontation Line;Ramot Naftali;2058
14945;2024-01-21;09:31:40;Gaza Envelope;Kissufim;2059
14946;2024-01-21;12:31:37;Gaza Envelope;Sufa;2060
14947;2024-01-21;12:43:05;Gaza Envelope;Kissufim;2061
14948;2024-01-21;12:43:05;Gaza Envelope;Ein HaShlosha;2061
14949;2024-01-21;22:06:02;Confrontation Line;Shomera;2062
14950;2024-01-23;07:30:18;Confrontation Line;Arab al-Aramshe;2063
14951;2024-01-23;07:31:19;Confrontation Line;Idmit;2063
14952;2024-01-23;07:31:19;Confrontation Line;Eilon;2063
14953;2024-01-23;07:31:19;Confrontation Line;Goren;2063
14954;2024-01-23;08:17:13;Confrontation Line;Avivim;2064
14955;2024-01-23;08:17:13;Confrontation Line;Baram;2064
14956;2024-01-23;08:17:13;Confrontation Line;Yir'on;2064
14957;2024-01-23;08:49:25;Upper Galilee;Safsufa (Kfar Hoshen);2065
14958;2024-01-23;08:49:25;Upper Galilee;Zivon;2065
14959;2024-01-23;08:49:38;Confrontation Line;Sassa;2065
14960;2024-01-23;08:50:07;Upper Galilee;Shefer;2065
14961;2024-01-23;11:54:27;Confrontation Line;Kfar Giladi;2066
14962;2024-01-24;15:37:04;Confrontation Line;Baram;2067
14963;2024-01-24;15:37:04;Confrontation Line;Dovev;2067
14964;2024-01-24;15:37:04;Confrontation Line;Yir'on;2067
14965;2024-01-25;08:41:19;Gaza Envelope;Netiv HaAssara;2068
14966;2024-01-25;13:03:17;Gaza Envelope;Nachal Oz;2069
14967;2024-01-26;05:47:19;Confrontation Line;Margaliot;2070
14968;2024-01-26;13:05:24;Gaza Envelope;Sderot;2071
14969;2024-01-26;13:05:24;Gaza Envelope;Ibim;2071
14970;2024-01-26;13:05:24;Gaza Envelope;Nir Am;2071
14971;2024-01-26;13:05:24;Gaza Envelope;Mefalsim;2071
14972;2024-01-26;13:05:24;Gaza Envelope;Nir Am Shooting Range;2071
14973;2024-01-26;14:21:26;Gaza Envelope;Netiv HaAssara;2072
14974;2024-01-26;14:21:26;Gaza Envelope;Ashkelon - South;2072
14975;2024-01-26;15:20:15;Gaza Envelope;Ein HaShlosha;2073
14976;2024-01-26;15:36:01;Gaza Envelope;Kissufim;2074
14977;2024-01-26;18:51:45;Confrontation Line;Zarit;2075
14978;2024-01-26;18:51:45;Confrontation Line;Shomera;2075
14979;2024-01-26;19:45:46;Confrontation Line;Zarit;2076
14980;2024-01-26;19:55:15;Confrontation Line;Arab al-Aramshe;2077
14981;2024-01-26;20:33:40;Confrontation Line;Arab al-Aramshe;2078
14982;2024-01-26;20:41:05;Confrontation Line;Arab al-Aramshe;2079
14983;2024-01-26;20:53:23;Confrontation Line;Idmit;2080
14984;2024-01-26;20:53:23;Confrontation Line;Arab al-Aramshe;2080
14985;2024-01-26;20:58:06;Confrontation Line;Arab al-Aramshe;2081
14986;2024-01-27;05:39:12;Confrontation Line;Shlomi;2082
14987;2024-01-27;06:38:34;Confrontation Line;Dafna;2083
14988;2024-01-27;06:38:34;Confrontation Line;HaGoshrim;2083
14989;2024-01-27;06:38:34;Confrontation Line;Ghajar;2083
14990;2024-01-27;06:38:34;Confrontation Line;Kibutz Dan;2083
14991;2024-01-27;06:38:34;Confrontation Line;Shear Yeshuv;2083
14992;2024-01-27;06:38:34;Confrontation Line;Snir;2083
14993;2024-01-27;07:29:23;Confrontation Line;Shlomi;2084
14994;2024-01-27;08:08:23;Confrontation Line;Dishon;2085
14995;2024-01-27;08:08:23;Confrontation Line;Iftach;2085
14996;2024-01-27;08:08:23;Confrontation Line;Malkia;2085
14997;2024-01-27;08:08:23;Confrontation Line;Mevuot Hermon Regional Council;2085
14998;2024-01-27;08:08:23;Confrontation Line;Ramot Naftali;2085
14999;2024-01-27;08:59:29;Gaza Envelope;Sderot;2086
15000;2024-01-27;08:59:29;Gaza Envelope;Ibim;2086
15001;2024-01-27;08:59:29;Gaza Envelope;Nir Am;2086
15002;2024-01-27;13:16:38;Confrontation Line;Dishon;2087
15003;2024-01-27;13:16:38;Confrontation Line;Iftach;2087
15004;2024-01-27;13:16:38;Confrontation Line;Malkia;2087
15005;2024-01-27;13:16:38;Confrontation Line;Mevuot Hermon Regional Council;2087
15006;2024-01-27;13:16:38;Confrontation Line;Ramot Naftali;2087
15007;2024-01-28;05:33:19;Gaza Envelope;Kissufim;2088
15008;2024-01-28;12:00:25;Confrontation Line;Kiryat Shmona;2089
15009;2024-01-28;12:36:43;Gaza Envelope;Sderot;2090
15010;2024-01-28;12:36:43;Gaza Envelope;Ibim;2090
15011;2024-01-28;12:36:43;Gaza Envelope;Nir Am;2090
15012;2024-01-28;14:08:55;Confrontation Line;Arab al-Aramshe;2091
15013;2024-01-28;14:15:39;Confrontation Line;Zarit;2092
15014;2024-01-28;14:15:39;Confrontation Line;Arab al-Aramshe;2092
15015;2024-01-28;14:15:39;Confrontation Line;Shomera;2092
15016;2024-01-28;14:29:23;Southern Golan;Kidmat Zvi;2093
15017;2024-01-28;14:29:23;Southern Golan;Katzrin - Industrial Zone;2093
15018;2024-01-28;14:29:23;Southern Golan;Katzrin;2093
15019;2024-01-28;14:34:43;Southern Golan;Katzrin - Industrial Zone;2094
15020;2024-01-28;14:34:47;Southern Golan;Kidmat Zvi;2094
15021;2024-01-28;14:34:47;Southern Golan;Katzrin - Industrial Zone;2094
15022;2024-01-28;14:34:47;Southern Golan;Katzrin;2094
15023;2024-01-28;19:03:06;Western Lakhish;Ashkelon Southern Industrial Zone;2095
15024;2024-01-28;19:03:06;Western Lakhish;Mavki'im;2095
15025;2024-01-28;19:03:06;Western Lakhish;Yad Mordechai;2095
15026;2024-01-28;19:03:06;Western Lakhish;Karmia;2095
15027;2024-01-28;19:03:06;Western Lakhish;Netiv HaAssara;2095
15028;2024-01-28;19:03:09;Western Lakhish;Bat Hadar;2095
15029;2024-01-29;08:01:11;Confrontation Line;Rosh HaNikra;2096
15030;2024-01-29;11:33:14;Confrontation Line;Manara;2097
15031;2024-01-29;11:33:14;Confrontation Line;Margaliot;2097
15032;2024-01-29;11:33:14;Confrontation Line;Misgav Am;2097
15033;2024-01-29;11:33:14;Confrontation Line;Kiryat Shmona;2097
15034;2024-01-29;14:50:47;Dan;Holon;2098
15035;2024-01-29;14:50:47;Dan;Rishon LeZion - West;2098
15036;2024-01-29;14:50:47;Dan;Rishon LeZion - East;2098
15037;2024-01-29;14:50:50;Dan;Tel Aviv - South and Jaffa;2098
15038;2024-01-29;14:50:50;Dan;Tel Aviv - East;2098
15039;2024-01-29;14:50:50;Dan;Azor;2098
15040;2024-01-29;14:50:50;Dan;Bat Yam;2098
15041;2024-01-29;14:50:50;Dan;Mikveh Israel;2098
15042;2024-01-29;14:50:53;Dan;Or Yehuda;2098
15043;2024-01-29;14:50:53;Dan;Gimzo;2098
15044;2024-01-29;14:50:53;Dan;Kfar Daniel;2098
15045;2024-01-29;14:50:53;Dan;Nesher Industrial Zone (Ramla);2098
15046;2024-01-29;14:50:53;Dan;Ahisemech;2098
15047;2024-01-29;14:50:53;Dan;Ben Shemen;2098
15048;2024-01-29;14:50:53;Dan;Lod;2098
15049;2024-01-29;14:50:53;Dan;Beit Dagan;2098
15050;2024-01-29;14:50:53;Dan;Hemed;2098
15051;2024-01-29;14:50:53;Dan;Kfar Chabad;2098
15052;2024-01-29;14:50:53;Dan;Mishmar HaShiva;2098
15053;2024-01-29;14:50:53;Dan;Tzafria;2098
15054;2024-01-29;14:50:53;Dan;Ganot;2098
15055;2024-01-29;14:50:55;Shfela (Lowlands);Matzliach;2098
15056;2024-01-29;14:50:55;Shfela (Lowlands);Yad Rambam;2098
15057;2024-01-29;14:51:01;Dan;Yehud-Monosson;2098
15058;2024-01-29;14:51:01;Dan;Bnei Atarot;2098
15059;2024-01-29;14:51:01;Dan;Yagel;2098
15060;2024-01-29;14:51:03;Shfela (Lowlands);Achiezer;2098
15061;2024-01-29;14:51:05;Shfela (Lowlands);Be'er Yacov;2098
15062;2024-01-29;14:51:05;Shfela (Lowlands);Nir Zvi;2098
15063;2024-01-29;14:51:05;Shfela (Lowlands);Zrifin Industrial Zone;2098
15064;2024-01-29;14:51:05;Shfela (Lowlands);Zeitan;2098
15065;2024-01-29;14:51:54;Shfela (Lowlands);Palmachin Industrial Park;2098
15066;2024-01-29;14:51:54;Shfela (Lowlands);Beit Hanan;2098
15067;2024-01-29;14:51:54;Shfela (Lowlands);Beit Oved;2098
15068;2024-01-29;14:51:54;Shfela (Lowlands);Gan Sorek;2098
15069;2024-01-29;14:51:54;Shfela (Lowlands);Neta'im;2098
15070;2024-01-29;14:51:54;Shfela (Lowlands);Palmachim;2098
15071;2024-01-29;14:52:00;Shfela (Lowlands);Ness Ziona;2098
15072;2024-01-29;14:52:00;Shfela (Lowlands);Yashresh;2098
15073;2024-01-29;14:52:00;Shfela (Lowlands);Ramla;2098
15074;2024-01-29;14:52:00;Shfela (Lowlands);Ganei Hadar;2098
15075;2024-01-29;14:52:00;Shfela (Lowlands);Na'an;2098
15076;2024-01-29;14:52:00;Shfela (Lowlands);Sitria;2098
15077;2024-01-29;14:52:00;Shfela (Lowlands);Azaria;2098
15078;2024-01-29;14:52:00;Shfela (Lowlands);Ptachia;2098
15079;2024-01-29;14:52:10;Shfela (Lowlands);Irus;2098
15080;2024-01-29;14:52:10;Shfela (Lowlands);Ramot Meir;2098
15081;2024-01-29;14:52:14;Shfela (Lowlands);Netzer Sireni;2098
15082;2024-01-29;15:10:34;Confrontation Line;Matat;2099
15083;2024-01-29;18:22:30;Confrontation Line;Kiryat Shmona;2100
15084;2024-01-30;12:06:30;Gaza Envelope;Nachal Oz;2101
15085;2024-01-30;18:48:54;Confrontation Line;Arab al-Aramshe;2102
15086;2024-01-31;12:22:10;Confrontation Line;Ya'ara;2103
15087;2024-01-31;18:57:21;Confrontation Line;Shlomi;2104
15088;2024-02-01;11:44:54;Confrontation Line;Metulla;2105
15089;2024-02-01;11:46:56;Confrontation Line;Metulla;2106
15090;2024-02-01;11:58:16;Confrontation Line;Margaliot;2107
15091;2024-02-01;11:58:16;Confrontation Line;Kiryat Shmona;2107
15092;2024-02-01;14:01:42;Confrontation Line;Eilon;2108
15093;2024-02-01;19:29:41;Confrontation Line;Zarit;2109
15094;2024-02-02;07:30:45;Confrontation Line;Kfar Yuval;2110
15095;2024-02-02;07:30:45;Confrontation Line;Ma'ayan Baruch;2110
15096;2024-02-02;07:30:47;Confrontation Line;Kiryat Shmona;2110
15097;2024-02-02;07:31:20;Confrontation Line;Tel Hai;2110
15098;2024-02-02;07:33:46;Confrontation Line;Kiryat Shmona;2111
15099;2024-02-02;07:33:46;Confrontation Line;Tel Hai;2111
15100;2024-02-02;07:33:57;Confrontation Line;Kfar Yuval;2111
15101;2024-02-02;07:37:35;Confrontation Line;Snir;2112
15102;2024-02-03;11:26:01;Gaza Envelope;Nirim;2113
15103;2024-02-03;11:26:01;Gaza Envelope;Ein HaShlosha;2113
15104;2024-02-03;19:49:14;Confrontation Line;Matat;2114
15105;2024-02-04;08:52:42;Confrontation Line;Manara;2115
15106;2024-02-04;09:25:02;Confrontation Line;Iftach;2116
15107;2024-02-04;09:25:42;Confrontation Line;Iftach;2116
15108;2024-02-04;09:25:42;Confrontation Line;Mevuot Hermon Regional Council;2116
15109;2024-02-04;09:25:42;Confrontation Line;Ramot Naftali;2116
15110;2024-02-04;09:26:44;Confrontation Line;Iftach;2116
15111;2024-02-04;09:26:44;Confrontation Line;Mevuot Hermon Regional Council;2116
15112;2024-02-04;09:26:44;Confrontation Line;Ramot Naftali;2116
15113;2024-02-04;09:26:55;Confrontation Line;Dishon;2116
15114;2024-02-04;09:26:55;Confrontation Line;Malkia;2116
15115;2024-02-04;09:27:58;Confrontation Line;Iftach;2116
15116;2024-02-04;09:27:58;Confrontation Line;Mevuot Hermon Regional Council;2116
15117;2024-02-04;09:28:31;Confrontation Line;Ramot Naftali;2116
15118;2024-02-04;09:29:18;Confrontation Line;Iftach;2116
15119;2024-02-04;09:29:18;Confrontation Line;Mevuot Hermon Regional Council;2116
15120;2024-02-04;09:32:07;Confrontation Line;Iftach;2117
15121;2024-02-04;09:32:07;Confrontation Line;Mevuot Hermon Regional Council;2117
15122;2024-02-04;09:32:07;Confrontation Line;Ramot Naftali;2117
15123;2024-02-04;10:09:24;Confrontation Line;Iftach;2118
15124;2024-02-04;11:59:24;Confrontation Line;Margaliot;2119
15125;2024-02-04;12:04:46;Confrontation Line;Arab al-Aramshe;2120
15126;2024-02-04;12:04:47;Confrontation Line;Eilon;2120
15127;2024-02-04;12:22:30;Confrontation Line;Hanita;2121
15128;2024-02-04;12:59:41;Confrontation Line;Kiryat Shmona;2122
15129;2024-02-04;12:59:43;Confrontation Line;Beit Hillel;2122
15130;2024-02-04;12:59:53;Confrontation Line;Tel Hai;2122
15131;2024-02-04;12:59:53;Confrontation Line;Kfar Giladi;2122
15132;2024-02-04;13:23:02;Confrontation Line;Metulla;2123
15133;2024-02-04;13:29:59;Confrontation Line;Kiryat Shmona;2124
15134;2024-02-04;13:47:20;Confrontation Line;Manara;2125
15135;2024-02-04;13:47:20;Confrontation Line;Margaliot;2125
15136;2024-02-04;13:47:20;Confrontation Line;Kiryat Shmona;2125
15137;2024-02-05;05:40:30;Confrontation Line;Dovev;2126
15138;2024-02-05;05:40:31;Confrontation Line;Baram;2126
15139;2024-02-05;06:31:17;Gaza Envelope;Yad Mordechai;2127
15140;2024-02-05;13:56:32;Confrontation Line;Avivim;2128
15141;2024-02-05;13:56:32;Confrontation Line;Yir'on;2128
15142;2024-02-05;15:01:17;Confrontation Line;Iftach;2129
15143;2024-02-05;15:01:17;Confrontation Line;Mevuot Hermon Regional Council;2129
15144;2024-02-06;06:16:58;Confrontation Line;Margaliot;2130
15145;2024-02-06;07:59:50;Confrontation Line;Rosh HaNikra;2131
15146;2024-02-06;11:06:09;Confrontation Line;Misgav Am;2132
15147;2024-02-06;11:21:16;Confrontation Line;Margaliot;2133
15148;2024-02-06;14:10:07;Confrontation Line;Kibutz Dan;2134
15149;2024-02-06;14:10:07;Confrontation Line;Snir;2134
15150;2024-02-06;14:10:07;Confrontation Line;Ghajar;2134
15151;2024-02-06;14:10:07;Confrontation Line;Dafna;2134
15152;2024-02-06;14:10:07;Confrontation Line;HaGoshrim;2134
15153;2024-02-06;14:10:07;Confrontation Line;Shear Yeshuv;2134
15154;2024-02-08;11:09:06;Gaza Envelope;Sderot;2135
15155;2024-02-08;11:09:06;Gaza Envelope;Ibim;2135
15156;2024-02-08;11:09:06;Gaza Envelope;Nir Am;2135
15157;2024-02-08;11:25:52;Gaza Envelope;Nachal Oz;2136
15158;2024-02-08;13:17:53;Confrontation Line;Zarit;2137
15159;2024-02-08;13:17:53;Confrontation Line;Arab al-Aramshe;2137
15160;2024-02-08;13:17:53;Confrontation Line;Shomera;2137
15161;2024-02-08;14:06:53;Confrontation Line;Shear Yeshuv;2138
15162;2024-02-08;14:06:55;Confrontation Line;Snir;2138
